method,sample_size,run,area
latin_hypercube,10000,21,1.4672
latin_hypercube,10000,22,1.4912
latin_hypercube,10000,23,1.5184
latin_hypercube,10000,24,1.472
latin_hypercube,10000,25,1.5072
latin_hypercube,10000,26,1.6096
latin_hypercube,10000,27,1.5264
latin_hypercube,10000,28,1.52
latin_hypercube,10000,29,1.5024
latin_hypercube,10000,30,1.5408
latin_hypercube,10000,31,1.5072
latin_hypercube,10000,32,1.5744
latin_hypercube,10000,33,1.5168
latin_hypercube,10000,34,1.5328
latin_hypercube,10000,35,1.4768
latin_hypercube,10000,36,1.4784
latin_hypercube,10000,37,1.5024
latin_hypercube,10000,38,1.4576
latin_hypercube,10000,39,1.5552
latin_hypercube,10000,40,1.5296
latin_hypercube,10000,41,1.5488
latin_hypercube,10000,42,1.5296
latin_hypercube,10000,43,1.5296
latin_hypercube,10000,44,1.5296
latin_hypercube,10000,45,1.568
latin_hypercube,10000,46,1.496
latin_hypercube,10000,47,1.5104
latin_hypercube,10000,48,1.5392
latin_hypercube,10000,49,1.4912
latin_hypercube,10000,50,1.5024
latin_hypercube,10000,51,1.5264
latin_hypercube,10000,52,1.4448
latin_hypercube,10000,53,1.5392
latin_hypercube,10000,54,1.5088
latin_hypercube,10000,55,1.4928
latin_hypercube,10000,56,1.4576
latin_hypercube,10000,57,1.5568
latin_hypercube,10000,58,1.5632
latin_hypercube,10000,59,1.504
latin_hypercube,10000,60,1.56
latin_hypercube,10000,61,1.4784
latin_hypercube,10000,62,1.4928
latin_hypercube,10000,63,1.5536
latin_hypercube,10000,64,1.4832
latin_hypercube,10000,65,1.5136
latin_hypercube,10000,66,1.4912
latin_hypercube,10000,67,1.4592
latin_hypercube,10000,68,1.464
latin_hypercube,10000,69,1.4928
latin_hypercube,10000,70,1.4944
latin_hypercube,10000,71,1.5184
latin_hypercube,10000,72,1.5392
latin_hypercube,10000,73,1.5296
latin_hypercube,10000,74,1.5328
latin_hypercube,10000,75,1.5232
latin_hypercube,10000,76,1.4864
latin_hypercube,10000,77,1.4784
latin_hypercube,10000,78,1.552
latin_hypercube,10000,79,1.5472
latin_hypercube,10000,80,1.504
latin_hypercube,10000,81,1.4896
latin_hypercube,10000,82,1.4688
latin_hypercube,10000,83,1.5424
latin_hypercube,10000,84,1.4816
latin_hypercube,10000,85,1.5728
latin_hypercube,10000,86,1.5056
latin_hypercube,10000,87,1.4992
latin_hypercube,10000,88,1.5312
latin_hypercube,10000,89,1.4704
latin_hypercube,10000,90,1.5136
latin_hypercube,10000,91,1.4448
latin_hypercube,10000,92,1.5136
latin_hypercube,10000,93,1.5152
latin_hypercube,10000,94,1.5232
latin_hypercube,10000,95,1.552
latin_hypercube,10000,96,1.5008
latin_hypercube,10000,97,1.5168
latin_hypercube,10000,98,1.4848
latin_hypercube,10000,99,1.4512
latin_hypercube,10000,100,1.5008
orthogonal,10000,1,1.5056
orthogonal,10000,2,1.512
orthogonal,10000,3,1.5216
orthogonal,10000,4,1.4976
orthogonal,10000,5,1.5104
orthogonal,10000,6,1.5008
orthogonal,10000,7,1.5008
orthogonal,10000,8,1.504
orthogonal,10000,9,1.5232
orthogonal,10000,10,1.5184
orthogonal,10000,11,1.504
orthogonal,10000,12,1.5024
orthogonal,10000,13,1.5168
orthogonal,10000,14,1.5072
orthogonal,10000,15,1.5136
orthogonal,10000,16,1.4992
orthogonal,10000,17,1.5168
orthogonal,10000,18,1.52
orthogonal,10000,19,1.52
orthogonal,10000,20,1.5024
orthogonal,10000,21,1.5104
orthogonal,10000,22,1.5136
orthogonal,10000,23,1.5136
orthogonal,10000,24,1.5184
orthogonal,10000,25,1.5072
orthogonal,10000,26,1.512
orthogonal,10000,27,1.5024
orthogonal,10000,28,1.5248
orthogonal,10000,29,1.5024
orthogonal,10000,30,1.5056
orthogonal,10000,31,1.5024
orthogonal,10000,32,1.5296
orthogonal,10000,33,1.512
orthogonal,10000,34,1.5072
orthogonal,10000,35,1.5024
orthogonal,10000,36,1.5008
orthogonal,10000,37,1.4944
orthogonal,10000,38,1.5056
orthogonal,10000,39,1.5152
orthogonal,10000,40,1.5008
orthogonal,10000,41,1.5152
orthogonal,10000,42,1.4928
orthogonal,10000,43,1.4848
orthogonal,10000,44,1.512
orthogonal,10000,45,1.5104
orthogonal,10000,46,1.496
orthogonal,10000,47,1.504
orthogonal,10000,48,1.5152
orthogonal,10000,49,1.52
orthogonal,10000,50,1.4992
orthogonal,10000,51,1.4976
orthogonal,10000,52,1.4896
orthogonal,10000,53,1.5088
orthogonal,10000,54,1.4928
orthogonal,10000,55,1.5104
orthogonal,10000,56,1.5248
orthogonal,10000,57,1.5008
orthogonal,10000,58,1.5056
orthogonal,10000,59,1.5184
orthogonal,10000,60,1.5216
orthogonal,10000,61,1.52
orthogonal,10000,62,1.5088
orthogonal,10000,63,1.4976
orthogonal,10000,64,1.5136
orthogonal,10000,65,1.5136
orthogonal,10000,66,1.5152
orthogonal,10000,67,1.504
orthogonal,10000,68,1.5072
orthogonal,10000,69,1.5088
orthogonal,10000,70,1.5056
orthogonal,10000,71,1.5184
orthogonal,10000,72,1.52
orthogonal,10000,73,1.4944
orthogonal,10000,74,1.5008
orthogonal,10000,75,1.4976
orthogonal,10000,76,1.5232
orthogonal,10000,77,1.5104
orthogonal,10000,78,1.5136
orthogonal,10000,79,1.5088
orthogonal,10000,80,1.4944
orthogonal,10000,81,1.5152
orthogonal,10000,82,1.5072
orthogonal,10000,83,1.5248
orthogonal,10000,84,1.496
orthogonal,10000,85,1.52
orthogonal,10000,86,1.504
orthogonal,10000,87,1.5104
orthogonal,10000,88,1.5056
orthogonal,10000,89,1.512
orthogonal,10000,90,1.5232
orthogonal,10000,91,1.5072
orthogonal,10000,92,1.5072
orthogonal,10000,93,1.4928
orthogonal,10000,94,1.4992
orthogonal,10000,95,1.5216
orthogonal,10000,96,1.5264
orthogonal,10000,97,1.5056
orthogonal,10000,98,1.5024
orthogonal,10000,99,1.5152
orthogonal,10000,100,1.5072
uniform_square,1000000,1,1.50384
uniform_square,1000000,2,1.51224
uniform_square,1000000,3,1.509456
uniform_square,1000000,4,1.510192
uniform_square,1000000,5,1.508848
uniform_square,1000000,6,1.503264
uniform_square,1000000,7,1.503456
uniform_square,1000000,8,1.515232
uniform_square,1000000,9,1.51648
uniform_square,1000000,10,1.514528
uniform_square,1000000,11,1.506528
uniform_square,1000000,12,1.514672
uniform_square,1000000,13,1.513936
uniform_square,1000000,14,1.510992
uniform_square,1000000,15,1.507184
uniform_square,1000000,16,1.506304
uniform_square,1000000,17,1.506048
uniform_square,1000000,18,1.508416
uniform_square,1000000,19,1.506672
uniform_square,1000000,20,1.508608
uniform_square,1000000,21,1.504416
uniform_square,1000000,22,1.50696
uniform_square,1000000,23,1.509584
uniform_square,1000000,24,1.50704
uniform_square,1000000,25,1.507184
uniform_square,1000000,26,1.509536
uniform_square,1000000,27,1.510704
uniform_square,1000000,28,1.504912
uniform_square,1000000,29,1.517808
uniform_square,1000000,30,1.514128
uniform_square,1000000,31,1.509584
uniform_square,1000000,32,1.516016
uniform_square,1000000,33,1.508992
uniform_square,1000000,34,1.500816
uniform_square,1000000,35,1.521072
uniform_square,1000000,36,1.50664
uniform_square,1000000,37,1.510096
uniform_square,1000000,38,1.514688
uniform_square,1000000,39,1.511136
uniform_square,1000000,40,1.522128
uniform_square,1000000,41,1.515408
uniform_square,1000000,42,1.50432
uniform_square,1000000,43,1.515424
uniform_square,1000000,44,1.510288
uniform_square,1000000,45,1.507536
uniform_square,1000000,46,1.504656
uniform_square,1000000,47,1.510016
uniform_square,1000000,48,1.508448
uniform_square,1000000,49,1.515792
uniform_square,1000000,50,1.501328
uniform_square,1000000,51,1.5084
uniform_square,1000000,52,1.509488
uniform_square,1000000,53,1.518704
uniform_square,1000000,54,1.51136
uniform_square,1000000,55,1.508736
uniform_square,1000000,56,1.50944
uniform_square,1000000,57,1.506528
uniform_square,1000000,58,1.518032
uniform_square,1000000,59,1.512416
uniform_square,1000000,60,1.518016
uniform_square,1000000,61,1.507952
uniform_square,1000000,62,1.508544
uniform_square,1000000,63,1.513536
uniform_square,1000000,64,1.511136
uniform_square,1000000,65,1.51032
uniform_square,1000000,66,1.505584
uniform_square,1000000,67,1.521936
uniform_square,1000000,68,1.507968
uniform_square,1000000,69,1.512672
uniform_square,1000000,70,1.515888
uniform_square,1000000,71,1.499712
uniform_square,1000000,72,1.510144
uniform_square,1000000,73,1.512496
uniform_square,1000000,74,1.516928
uniform_square,1000000,75,1.514416
uniform_square,1000000,76,1.508064
uniform_square,1000000,77,1.514912
uniform_square,1000000,78,1.510352
uniform_square,1000000,79,1.520736
uniform_square,1000000,80,1.507856
uniform_square,1000000,81,1.511952
uniform_square,1000000,82,1.513664
uniform_square,1000000,83,1.507024
uniform_square,1000000,84,1.511408
uniform_square,1000000,85,1.515184
uniform_square,1000000,86,1.514016
uniform_square,1000000,87,1.50712
uniform_square,1000000,88,1.508016
uniform_square,1000000,89,1.51192
uniform_square,1000000,90,1.510992
uniform_square,1000000,91,1.507296
uniform_square,1000000,92,1.507136
uniform_square,1000000,93,1.501168
uniform_square,1000000,94,1.504848
uniform_square,1000000,95,1.511024
uniform_square,1000000,96,1.514064
uniform_square,1000000,97,1.518816
uniform_square,1000000,98,1.504064
uniform_square,1000000,99,1.50664
uniform_square,1000000,100,1.509088
uniform_circle,1000000,1,1.5135627918317982
uniform_circle,1000000,2,1.512061110543382
uniform_circle,1000000,3,1.5118726149841668
uniform_circle,1000000,4,1.5062931464313913
uniform_circle,1000000,5,1.5148194288932342
uniform_circle,1000000,6,1.508492261288904
uniform_circle,1000000,7,1.5090074824840929
uniform_circle,1000000,8,1.5100881903569279
uniform_circle,1000000,9,1.5047286332899037
uniform_circle,1000000,10,1.5059915535366468
uniform_circle,1000000,11,1.5071288100772462
uniform_circle,1000000,12,1.5120108450609249
uniform_circle,1000000,13,1.5087687214424201
uniform_circle,1000000,14,1.5048605801813544
uniform_circle,1000000,15,1.509428455899674
uniform_circle,1000000,16,1.513556508646491
uniform_circle,1000000,17,1.5087121727746555
uniform_circle,1000000,18,1.510063057615699
uniform_circle,1000000,19,1.507782261349193
uniform_circle,1000000,20,1.5104337655488227
uniform_circle,1000000,21,1.507122526891939
uniform_circle,1000000,22,1.5152529686794296
uniform_circle,1000000,23,1.5072230578568537
uniform_circle,1000000,24,1.5087750046277273
uniform_circle,1000000,25,1.5079204914259507
uniform_circle,1000000,26,1.5088818187779494
uniform_circle,1000000,27,1.5059915535366468
uniform_circle,1000000,28,1.5070345622976384
uniform_circle,1000000,29,1.5149199598581489
uniform_circle,1000000,30,1.5074429693426052
uniform_circle,1000000,31,1.5055517305651442
uniform_circle,1000000,32,1.508171818838238
uniform_circle,1000000,33,1.5078513763875718
uniform_circle,1000000,34,1.5098494293152551
uniform_circle,1000000,35,1.504282527133094
uniform_circle,1000000,36,1.5136696059820203
uniform_circle,1000000,37,1.5087750046277273
uniform_circle,1000000,38,1.5132863316782823
uniform_circle,1000000,39,1.510760491184796
uniform_circle,1000000,40,1.5079644737231013
uniform_circle,1000000,41,1.5091331461902366
uniform_circle,1000000,42,1.5139586325061505
uniform_circle,1000000,43,1.5087058895893484
uniform_circle,1000000,44,1.5138078360587783
uniform_circle,1000000,45,1.5120799600993038
uniform_circle,1000000,46,1.5097237656091114
uniform_circle,1000000,47,1.5107479248141817
uniform_circle,1000000,48,1.5104714646606656
uniform_circle,1000000,49,1.5044898722482307
uniform_circle,1000000,50,1.5108358894084823
uniform_circle,1000000,51,1.5126957122594074
uniform_circle,1000000,52,1.5082911993590744
uniform_circle,1000000,53,1.5144235882188817
uniform_circle,1000000,54,1.506663854364515
uniform_circle,1000000,55,1.5136319068701771
uniform_circle,1000000,56,1.5142539422155878
uniform_circle,1000000,57,1.5093342081200662
uniform_circle,1000000,58,1.5078639427581864
uniform_circle,1000000,59,1.5064879251759138
uniform_circle,1000000,60,1.5072481905980828
uniform_circle,1000000,61,1.513097836119067
uniform_circle,1000000,62,1.509252526711073
uniform_circle,1000000,63,1.5160383668428268
uniform_circle,1000000,64,1.5069842968151812
uniform_circle,1000000,65,1.5131041193043742
uniform_circle,1000000,66,1.5050930580377202
uniform_circle,1000000,67,1.5087373055158841
uniform_circle,1000000,68,1.5143167740686596
uniform_circle,1000000,69,1.509648367385425
uniform_circle,1000000,70,1.5113008451212135
uniform_circle,1000000,71,1.5111374823032269
uniform_circle,1000000,72,1.5093907567878309
uniform_circle,1000000,73,1.5106536770345742
uniform_circle,1000000,74,1.5102892522867575
uniform_circle,1000000,75,1.5102829691014503
uniform_circle,1000000,76,1.5072419074127756
uniform_circle,1000000,77,1.5120485441727678
uniform_circle,1000000,78,1.511005535411776
uniform_circle,1000000,79,1.50798960646433
uniform_circle,1000000,80,1.5107165088876457
uniform_circle,1000000,81,1.5061297836134047
uniform_circle,1000000,82,1.508938367445714
uniform_circle,1000000,83,1.5110306681530048
uniform_circle,1000000,84,1.5073487215629975
uniform_circle,1000000,85,1.5066827039204365
uniform_circle,1000000,86,1.5078765091288007
uniform_circle,1000000,87,1.513273765307668
uniform_circle,1000000,88,1.5126957122594074
uniform_circle,1000000,89,1.510829606223175
uniform_circle,1000000,90,1.5110872168207694
uniform_circle,1000000,91,1.5083665975827605
uniform_circle,1000000,92,1.513355446716661
uniform_circle,1000000,93,1.512193057434833
uniform_circle,1000000,94,1.5092776594523016
uniform_circle,1000000,95,1.5142476590302807
uniform_circle,1000000,96,1.5127773936684006
uniform_circle,1000000,97,1.50827863298846
uniform_circle,1000000,98,1.5165410216674013
uniform_circle,1000000,99,1.5137198714644777
uniform_circle,1000000,100,1.513141818416217
latin_hypercube,1000000,1,1.511952
latin_hypercube,1000000,2,1.516128
latin_hypercube,1000000,3,1.510912
latin_hypercube,1000000,4,1.506512
latin_hypercube,1000000,5,1.511792
latin_hypercube,1000000,6,1.509312
latin_hypercube,1000000,7,1.511072
latin_hypercube,1000000,8,1.510128
latin_hypercube,1000000,9,1.50584
latin_hypercube,1000000,10,1.508016
latin_hypercube,1000000,11,1.513072
latin_hypercube,1000000,12,1.509392
latin_hypercube,1000000,13,1.509456
latin_hypercube,1000000,14,1.513312
latin_hypercube,1000000,15,1.510256
latin_hypercube,1000000,16,1.50688
latin_hypercube,1000000,17,1.505808
latin_hypercube,1000000,18,1.50896
latin_hypercube,1000000,19,1.5168
latin_hypercube,1000000,20,1.5132
latin_hypercube,1000000,21,1.508976
latin_hypercube,1000000,22,1.513184
latin_hypercube,1000000,23,1.505344
latin_hypercube,1000000,24,1.507968
latin_hypercube,1000000,25,1.506992
latin_hypercube,1000000,26,1.509792
latin_hypercube,1000000,27,1.518016
latin_hypercube,1000000,28,1.51128
latin_hypercube,1000000,29,1.513936
latin_hypercube,1000000,30,1.509088
latin_hypercube,1000000,31,1.509776
latin_hypercube,1000000,32,1.509056
latin_hypercube,1000000,33,1.5144
latin_hypercube,1000000,34,1.5064
latin_hypercube,1000000,35,1.51224
latin_hypercube,1000000,36,1.515504
latin_hypercube,1000000,37,1.502928
latin_hypercube,1000000,38,1.514064
latin_hypercube,1000000,39,1.507776
latin_hypercube,1000000,40,1.514192
latin_hypercube,1000000,41,1.513696
latin_hypercube,1000000,42,1.510912
latin_hypercube,1000000,43,1.510848
latin_hypercube,1000000,44,1.513536
latin_hypercube,1000000,45,1.512736
latin_hypercube,1000000,46,1.512752
latin_hypercube,1000000,47,1.50752
latin_hypercube,1000000,48,1.50856
latin_hypercube,1000000,49,1.512256
latin_hypercube,1000000,50,1.506144
latin_hypercube,1000000,51,1.514432
latin_hypercube,1000000,52,1.507088
latin_hypercube,1000000,53,1.507616
latin_hypercube,1000000,54,1.5092
latin_hypercube,1000000,55,1.50856
latin_hypercube,1000000,56,1.509632
latin_hypercube,1000000,57,1.50688
latin_hypercube,1000000,58,1.51456
latin_hypercube,1000000,59,1.512176
latin_hypercube,1000000,60,1.51704
latin_hypercube,1000000,61,1.511904
latin_hypercube,1000000,62,1.508064
latin_hypercube,1000000,63,1.514272
latin_hypercube,1000000,64,1.507376
latin_hypercube,1000000,65,1.513216
latin_hypercube,1000000,66,1.499968
latin_hypercube,1000000,67,1.508512
latin_hypercube,1000000,68,1.510848
latin_hypercube,1000000,69,1.515904
latin_hypercube,1000000,70,1.510992
latin_hypercube,1000000,71,1.514064
latin_hypercube,1000000,72,1.50696
latin_hypercube,1000000,73,1.512176
latin_hypercube,1000000,74,1.512144
latin_hypercube,1000000,75,1.506928
latin_hypercube,1000000,76,1.5104
latin_hypercube,1000000,77,1.508176
latin_hypercube,1000000,78,1.51376
latin_hypercube,1000000,79,1.512416
latin_hypercube,1000000,80,1.512896
latin_hypercube,1000000,81,1.510688
latin_hypercube,1000000,82,1.509792
latin_hypercube,1000000,83,1.506032
latin_hypercube,1000000,84,1.510064
latin_hypercube,1000000,85,1.51
latin_hypercube,1000000,86,1.511712
latin_hypercube,1000000,87,1.509232
latin_hypercube,1000000,88,1.507856
latin_hypercube,1000000,89,1.507584
latin_hypercube,1000000,90,1.511408
latin_hypercube,1000000,91,1.508144
latin_hypercube,1000000,92,1.509632
latin_hypercube,1000000,93,1.501792
latin_hypercube,1000000,94,1.514496
latin_hypercube,1000000,95,1.51376
latin_hypercube,1000000,96,1.50936
latin_hypercube,1000000,97,1.511968
latin_hypercube,1000000,98,1.516224
latin_hypercube,1000000,99,1.509888
latin_hypercube,1000000,100,1.510336
orthogonal,1000000,1,1.510544
orthogonal,1000000,2,1.510272
orthogonal,1000000,3,1.510672
orthogonal,1000000,4,1.509408
orthogonal,1000000,5,1.510304
orthogonal,1000000,6,1.510368
orthogonal,1000000,7,1.509648
orthogonal,1000000,8,1.510416
orthogonal,1000000,9,1.509536
orthogonal,1000000,10,1.509392
orthogonal,1000000,11,1.510912
orthogonal,1000000,12,1.51056
orthogonal,1000000,13,1.510144
orthogonal,1000000,14,1.51056
orthogonal,1000000,15,1.510656
orthogonal,1000000,16,1.510288
orthogonal,1000000,17,1.510032
orthogonal,1000000,18,1.510512
orthogonal,1000000,19,1.510912
orthogonal,1000000,20,1.510432
orthogonal,1000000,21,1.51048
orthogonal,1000000,22,1.509648
orthogonal,1000000,23,1.510144
orthogonal,1000000,24,1.509984
orthogonal,1000000,25,1.510976
orthogonal,1000000,26,1.510416
orthogonal,1000000,27,1.510688
orthogonal,1000000,28,1.51072
orthogonal,1000000,29,1.51008
orthogonal,1000000,30,1.510544
orthogonal,1000000,31,1.510256
orthogonal,1000000,32,1.510032
orthogonal,1000000,33,1.510304
orthogonal,1000000,34,1.509872
orthogonal,1000000,35,1.510944
orthogonal,1000000,36,1.510176
orthogonal,1000000,37,1.510464
orthogonal,1000000,38,1.510272
orthogonal,1000000,39,1.510112
orthogonal,1000000,40,1.509744
orthogonal,1000000,41,1.51024
orthogonal,1000000,42,1.509984
orthogonal,1000000,43,1.510592
orthogonal,1000000,44,1.510256
orthogonal,1000000,45,1.511072
orthogonal,1000000,46,1.509968
orthogonal,1000000,47,1.510752
orthogonal,1000000,48,1.511056
orthogonal,1000000,49,1.51032
orthogonal,1000000,50,1.51048
orthogonal,1000000,51,1.509904
orthogonal,1000000,52,1.510128
orthogonal,1000000,53,1.509696
orthogonal,1000000,54,1.510304
orthogonal,1000000,55,1.5108
orthogonal,1000000,56,1.509648
orthogonal,1000000,57,1.510608
orthogonal,1000000,58,1.510064
orthogonal,1000000,59,1.50976
orthogonal,1000000,60,1.510016
orthogonal,1000000,61,1.510256
orthogonal,1000000,62,1.510032
orthogonal,1000000,63,1.510272
orthogonal,1000000,64,1.510832
orthogonal,1000000,65,1.51064
orthogonal,1000000,66,1.509888
orthogonal,1000000,67,1.50912
orthogonal,1000000,68,1.510704
orthogonal,1000000,69,1.51016
orthogonal,1000000,70,1.509952
orthogonal,1000000,71,1.510272
orthogonal,1000000,72,1.509888
orthogonal,1000000,73,1.510928
orthogonal,1000000,74,1.510064
orthogonal,1000000,75,1.510704
orthogonal,1000000,76,1.510848
orthogonal,1000000,77,1.510288
orthogonal,1000000,78,1.510752
orthogonal,1000000,79,1.510192
orthogonal,1000000,80,1.509936
orthogonal,1000000,81,1.510496
orthogonal,1000000,82,1.510304
orthogonal,1000000,83,1.510112
orthogonal,1000000,84,1.509808
orthogonal,1000000,85,1.510656
orthogonal,1000000,86,1.509984
orthogonal,1000000,87,1.510736
orthogonal,1000000,88,1.510304
orthogonal,1000000,89,1.51016
orthogonal,1000000,90,1.510176
orthogonal,1000000,91,1.51016
orthogonal,1000000,92,1.510128
orthogonal,1000000,93,1.51032
orthogonal,1000000,94,1.510672
orthogonal,1000000,95,1.510672
orthogonal,1000000,96,1.509808
orthogonal,1000000,97,1.510128
orthogonal,1000000,98,1.510272
orthogonal,1000000,99,1.510352
orthogonal,1000000,100,1.50984
